geo_longitude,geo_latitude,altitude_pressure,climb_rate,gps_altitude,air_speed,flight_track
44.5952,28.4259,6323.4087,7.5347,7514.1657,385.791,172.1811
40.6132,20.1531,8405.937,-8.5794,2289.8785,330.8706,143.5146
-11.0206,28.9315,4780.037,-1.3834,10580.4581,221.13,136.1865
23.2214,57.2932,5765.0652,1.9242,7338.3754,65.1383,241.7966
36.0877,29.1182,6411.096,3.1016,5139.7851,462.4651,270.1945
13.2046,42.0595,2641.5664,-10.2768,5452.1665,354.3807,119.2428
-15.2354,19.2884,7252.9282,-2.8356,7225.7868,224.4765,53.0884
-39.0997,15.1897,2254.9347,-4.7617,1719.4772,271.7397,133.8822
-54.0162,46.7097,313.081,-2.2008,4733.2605,312.7368,196.5372
43.7922,52.6298,6042.9835,-5.2985,6320.5947,59.8589,53.1749
-42.1981,-0.4177,7127.0188,-2.8303,8030.194,5.7379,216.6137
-5.4842,43.9665,3531.2803,2.689,554.3137,93.5665,165.5385
38.6093,36.376,5609.6964,-1.0238,-1025.0084,341.8213,212.1484
-77.7592,14.5989,3066.4641,5.2651,-833.2656,121.0741,315.267
106.6244,58.4124,10734.5456,-11.7998,6050.8764,398.1424,304.8472
-35.9894,37.3264,5914.2979,7.7144,-36.4538,410.4425,103.4413
13.0242,-19.8374,6595.5198,-11.1828,-1215.2385,171.5271,330.7242
-31.1747,13.7094,7535.4866,-0.4669,1476.2452,181.8587,176.2012
-28.3984,44.4554,2890.3864,-6.0863,14123.4058,391.6713,-53.1631
-5.7463,36.4618,11042.1635,-0.9131,4500.1788,505.1073,-42.6204
28.0715,8.6588,16478.9638,-0.7067,3559.2892,297.5929,263.7159
76.4441,34.4228,8991.7973,3.4963,19642.5815,35.3689,62.6414
24.4406,21.0693,7175.8508,6.9901,4786.9834,101.3503,132.0566
-46.5013,10.254,7797.5576,-5.9042,13110.0737,459.7066,97.0478
58.4534,36.3938,4010.6831,9.9653,11444.0789,305.1026,129.4253
142.7129,45.9753,1556.9033,-2.7718,-52.6334,116.7602,214.3537
3.0336,60.1442,2419.1652,-13.3254,814.3729,82.8404,318.9719
90.3136,29.3421,90.1557,5.464,6837.9834,199.5402,330.2635
-19.9603,45.7756,4999.6061,-14.9668,9822.0531,98.1728,374.114
24.3271,44.6411,5918.4354,-7.8376,158.3032,25.0684,173.1705
33.5899,-1.733,9521.1511,3.9499,2341.4025,403.6454,-161.5159
139.3496,59.4684,-643.2134,0.9929,12570.3626,395.3619,240.0737
-70.3347,42.2399,10350.4998,2.5111,8441.5016,71.9704,104.2073
-60.7681,62.0745,6214.1565,1.7527,5897.6612,304.6063,96.0624
79.1197,49.7207,15949.8073,-4.714,-4336.6578,188.069,160.0868
-42.0817,36.7726,7358.6597,-4.8944,5739.786,60.8811,256.6071
-98.3848,8.8725,5808.9246,5.9938,13353.1809,82.3495,160.0482
44.4569,16.8934,4394.7268,10.1619,5337.5216,374.559,97.9534
31.7271,15.208,13237.9022,6.666,5973.9893,392.7265,264.5689
14.9133,35.4428,4438.5923,2.4806,9374.9607,137.7487,-13.8393
58.0694,57.4991,-1245.0709,0.0717,8053.4929,416.7538,46.2024
-87.1409,46.1914,6487.2667,1.3454,5514.3393,125.3012,357.3113
51.0766,62.3175,9442.6816,-7.6977,8393.9039,150.7015,221.2817
53.147,52.6981,7349.4483,4.2667,10119.2409,79.4678,417.1037
13.5695,29.2684,4082.2548,-5.2441,7747.5031,353.6057,73.7526
16.7412,39.8716,9818.5556,0.4392,6652.6881,51.766,214.4889
-39.9168,28.7156,2467.9149,-5.3035,5599.7455,121.7226,47.4729
50.3702,5.6272,6968.6959,-0.3753,8223.235,427.1118,138.2451
161.9933,11.733,1247.3251,-3.97,1421.7112,293.5128,93.8479
154.4615,19.8731,7236.6928,9.3481,13764.43,64.7542,148.8504
-56.1928,24.3725,8886.9969,-13.2473,7334.4767,153.8567,387.3526
-83.6859,60.6909,7710.035,9.702,8641.7954,500.5538,257.9173
-65.8135,43.9466,15789.0939,-1.7643,13119.425,424.323,145.8318
9.4451,40.6921,12303.8434,-8.3507,11258.3475,382.8463,196.7631
9.0392,50.7657,8056.0756,7.4492,11722.5904,328.166,42.1559
36.1028,33.2022,4933.7288,3.3918,-4575.207,118.5504,144.6548
-40.5205,61.9314,3233.038,-2.1009,8759.7124,114.1821,263.8939
-96.051,7.5324,2152.8426,-1.4766,9130.3459,199.1175,97.5903
5.8235,24.8318,955.4259,6.4411,-71.5675,451.2184,211.9564
32.8379,6.5718,1529.0983,-4.7625,2195.6064,331.153,257.0785
19.0837,20.9259,2340.3719,4.6018,5268.2061,53.7668,184.9139
-28.8755,14.2104,-2582.0738,-6.4504,9283.3271,413.8989,228.6563
-63.795,91.9461,7634.8576,7.0102,5029.2813,16.6827,306.8787
-28.8143,35.4692,8009.8344,-6.6398,9398.0167,216.8735,18.3482
-12.6127,25.0966,183.79,-17.3547,4939.2399,379.9223,201.4051
71.2451,42.447,7640.9428,0.6918,7913.5415,84.6052,50.3202
-20.2233,73.5526,3553.299,-8.538,13732.7239,28.0903,343.8562
1.3152,8.8423,6846.7137,3.7526,-953.5607,428.3644,124.7863
-45.9215,78.1849,5760.0826,3.8964,4910.1805,53.5056,141.3823
-27.4422,25.4913,4587.5856,-9.0857,-5963.0244,3.0288,224.1309
130.3769,46.26,8013.1938,-4.1597,15677.8677,481.1168,122.6386
4.8217,56.4365,12696.1043,-1.2927,8419.3594,388.7714,261.7747
-27.6952,28.3227,6907.489,6.3793,13029.5169,118.5394,312.7916
-44.0046,39.5188,6133.1293,4.9563,1874.9635,135.9841,196.8208
7.0421,18.7334,9097.0076,0.9495,4063.679,412.1891,289.681
-5.1177,36.4738,5988.1244,-5.8183,11753.1611,74.4147,31.5963
4.16,39.4258,686.9346,-5.5737,8288.0267,366.6882,251.2613
-11.3231,21.9548,7096.6263,5.5825,2449.076,160.1604,170.1257
-16.3544,47.7399,9283.4811,1.8216,7971.5448,111.8614,188.3574
-126.8159,19.7959,4013.62,6.344,3436.8984,19.242,32.5144
72.2697,41.0876,12379.6869,-5.6733,10342.457,367.1593,122.1472
-2.5405,36.2466,2378.5717,2.8881,6105.114,9.9085,147.1824
23.8843,59.8904,5666.1692,0.3462,9672.6967,91.5531,300.0592
13.9044,55.873,10676.2072,-6.1654,5064.4043,173.4088,55.7083
-2.5358,33.1049,10830.8904,2.4954,-3166.2673,124.7063,347.0891
66.7793,31.1554,6792.6399,-8.2318,3205.7212,108.3289,121.1604
19.9908,40.9286,11516.755,8.5202,7854.5803,430.9894,303.9694
-8.5224,83.5211,1585.6119,6.3372,12293.742,333.5528,277.9968
35.8373,32.1964,8670.7078,1.9232,6249.1705,443.5561,114.5963
-27.414,52.6578,13872.217,3.793,6000.044,103.5113,277.1097
59.3266,61.7625,-1427.8153,-8.2921,3447.404,403.2449,172.6492
63.5637,51.4237,2468.0923,-7.3345,5305.904,247.8645,200.3183
-91.8574,50.9605,14014.0083,-4.5892,7064.8014,450.849,475.8039
52.7816,40.5048,513.0945,0.1573,8765.3302,183.6193,178.499
21.4806,15.3149,11166.671,-3.7065,4571.3296,278.1998,355.9465
80.3551,33.1662,8965.2701,2.0115,3204.75,352.0451,172.9306
37.195,16.1603,8436.9721,6.2676,2812.0957,404.9106,168.1221
135.8197,34.7571,3059.3266,7.3376,7270.3472,146.5693,279.6722
-64.0338,12.4162,8233.8858,4.7768,897.7463,431.3087,291.5172
83.1756,65.5027,4882.3895,1.2708,6135.7088,26.0302,208.1442
-3.1137,0.2693,1014.0964,2.4006,9375.4984,455.8293,166.0258
-42.8866,14.1532,3006.0099,-7.0719,5855.5998,182.7808,245.8428
-58.2288,38.8407,6348.5761,-3.5144,5309.7294,453.152,314.4659
119.6675,27.1279,7651.853,4.6066,8990.0659,125.8076,320.5994
-18.0751,39.5177,-1696.9775,0.471,12192.7738,359.6378,60.9255
14.1654,21.4936,1942.5614,-11.4778,4526.2966,282.9311,302.2853
-57.8067,35.8171,7272.2849,-8.1314,6187.2033,394.4112,160.0415
31.1917,46.1439,1903.7871,-0.8748,11899.4951,265.2308,177.2702
68.352,13.769,7384.3043,2.4377,4267.9412,86.7246,412.5115
79.3351,38.3117,2049.1368,1.5149,3538.3983,91.287,172.3038
-24.6918,69.4435,7154.2642,5.2923,-816.7136,492.0936,291.0977
10.0885,17.661,2343.4692,-1.7421,7347.5433,464.6119,204.3159
-95.9157,17.8082,10213.8471,-8.4867,4029.2294,447.1913,14.6314
108.1576,8.0105,7925.9253,-7.2231,8246.4437,47.8815,203.2506
-63.7626,30.3605,7894.8723,11.9546,2043.7752,26.8087,154.1934
-33.9934,50.0357,6754.9113,-13.3677,8862.5006,420.2117,36.333
67.9298,42.7242,7487.4051,14.5387,2635.1112,8.7819,8.8746
32.9654,25.111,1090.6161,2.21,6942.6053,373.1392,248.926
47.434,34.0192,9232.5171,-5.5061,5169.7493,314.8982,331.7803
62.8401,29.6482,1700.9405,1.9707,5752.9305,280.9031,165.1416
91.2411,24.2029,1277.6404,10.3633,6022.2561,502.3608,143.2027
-30.8562,28.7329,2541.3829,4.2783,25.392,386.528,191.119
-12.7695,24.7091,4887.4943,-2.7885,11755.3187,313.3697,373.3625
66.4363,26.8693,12257.9275,10.2294,8279.4135,34.0353,132.8012
78.8478,10.4085,6686.0637,2.8662,-39.627,258.4308,5.2397
-19.0455,47.8096,9136.0105,-14.6349,5473.1694,403.4065,155.7655
-101.9838,38.6532,5979.0503,-2.7475,4927.2691,395.0031,64.4635
29.8626,44.6922,12631.0618,-4.0399,15217.8244,84.5674,303.1779
-81.9763,0.2512,5813.4271,2.0455,8332.2107,148.6882,332.2937
34.9384,70.0008,7094.6093,5.1917,5315.3162,286.5524,240.9942
-37.2305,47.7105,11625.6066,10.2235,6285.7529,303.4432,311.4277
68.6906,37.3021,4740.338,6.1088,6026.9049,144.265,167.7981
19.7786,35.8463,2376.1935,-6.236,2610.5694,232.3061,146.066
5.8106,39.7656,7996.677,-2.7939,11347.8226,44.3677,246.6615
66.3731,32.4549,10894.4631,6.2922,8765.0949,227.9837,101.7836
67.5016,33.3703,12899.8116,4.3302,5112.5049,100.5591,296.4189
34.3187,34.368,4920.3523,3.6832,14117.7812,323.6081,273.6017
-17.2792,26.3767,869.388,-4.5581,8259.2549,250.1765,-30.0162
-49.7453,14.228,-672.3018,-14.5175,13455.3416,86.4199,295.6501
24.9289,14.0394,3214.8879,7.7578,4287.9571,298.123,87.0689
136.724,69.48,2444.4234,3.9794,7103.5507,419.9439,246.7906
-10.7171,47.9867,9475.3716,7.5253,487.7039,299.7083,184.9911
-11.5249,13.1443,-3447.5124,-7.8343,7651.2074,271.9178,179.043
-95.6326,42.5797,8626.4378,-3.1671,6443.1525,90.3989,28.3494
-13.8544,35.903,4490.8268,5.1004,10230.1022,307.4981,304.1952
71.7484,5.7554,8434.4999,1.4885,-5677.8357,268.3072,37.6239
9.2499,54.6945,230.4714,3.0382,4621.4756,482.9161,275.8519
30.0673,2.874,8996.2765,9.4664,3070.4877,277.1477,90.7679
66.1194,12.154,7439.3286,-1.6764,5430.8925,79.1135,333.9229
-123.2954,50.9744,4423.846,7.0742,1769.1815,273.0534,210.8708
26.6287,54.2294,1372.0507,0.1867,10970.624,176.0371,31.0461
-101.5676,57.4609,5071.96,-4.163,7230.7573,101.171,287.0497
51.3286,30.7326,6791.8227,-3.7706,2985.4032,304.4619,319.2764
-44.9639,28.9885,-1081.6103,2.0213,7264.725,316.8192,196.5859
41.5929,62.7802,73.1028,-1.2594,4835.5274,174.0658,391.479
-86.9276,36.7911,1028.1335,-5.2639,9549.0926,148.2868,209.6121
90.1093,40.4729,3534.5037,9.5518,5307.2919,239.007,192.9618
131.0649,51.6559,4456.5973,7.6768,13564.361,13.0618,328.2837
8.849,44.9679,1108.0849,-5.2766,11409.9527,233.9447,233.7151
48.4885,9.4993,6010.7172,1.1192,10093.8517,415.9575,279.4465
-109.1191,22.6981,6522.8757,-10.9609,11365.3508,435.6342,53.516
25.253,40.402,4417.4128,-0.6599,8660.2267,423.0772,276.7099
-19.2906,13.4165,9705.2349,1.1548,2276.8442,370.7004,243.0602
82.9619,34.4782,2800.4493,-1.4378,13088.0708,138.669,189.3691
29.5336,58.0073,6319.969,-4.4802,7194.26,90.7231,59.0455
18.62,22.1861,-648.3855,7.2515,9829.9567,446.6551,154.1529
29.1762,19.2226,703.2328,-3.4411,5020.2235,452.8081,141.696
111.196,41.3656,5518.4664,6.3077,12220.6357,347.7729,-107.3335
75.1246,66.8838,1018.9401,9.6697,12670.5341,414.3589,29.2826
-129.2115,22.5512,-2105.1988,-0.0683,3498.6275,170.4635,418.4057
-16.9997,73.2715,6561.1782,-1.7512,1743.249,299.8116,106.5103
88.3404,17.889,710.2304,-2.973,10376.2689,42.5724,36.9234
77.6515,15.8198,-1362.6901,3.9233,11667.894,348.5326,2.724
112.2046,28.8167,7785.9115,7.06,3555.1061,418.7481,223.3577
-23.7148,64.1661,3897.8157,-9.111,2885.8051,483.348,119.6895
5.7758,36.6373,-2449.123,5.0265,-2720.7536,35.8719,199.0766
45.444,36.5712,3342.8537,0.1175,4822.5194,16.2417,76.9379
7.4949,32.2358,14679.2279,-2.4791,3464.577,410.9769,100.3347
-67.8438,15.2983,10908.4296,-5.6742,5873.9449,38.1351,151.8464
155.0957,14.5052,5235.4409,-5.2691,1356.3201,301.6382,265.6554
84.006,45.1172,6456.3342,12.9297,10579.9413,58.9662,153.4982
22.8286,34.7659,6270.2728,1.2958,8438.1672,347.0775,278.9032
-86.24,13.8539,9754.3275,6.3738,3469.8004,307.8757,145.5592
-112.1995,50.4075,3498.9848,-4.6737,3591.1195,501.2043,143.021
8.227,18.4678,6286.8102,-2.8087,8698.7877,434.8894,147.519
-43.4448,37.6014,4399.0084,-4.127,8404.3562,108.3938,157.0203
-51.1254,53.8426,12141.9212,4.0933,1739.367,99.044,370.9835
97.9753,49.6537,3875.8387,-3.4622,6528.6341,164.7219,198.931
-7.9956,11.3186,4982.5671,-1.6707,1832.4398,3.6563,123.2153
-21.3125,40.2024,5033.3735,-1.9387,11503.1565,75.1479,222.4547
-26.9221,67.1776,9289.8677,-5.3384,8141.4734,483.966,397.9587
68.4643,45.5332,4480.9776,-6.1963,13473.9468,183.2737,134.2838
-45.7928,14.3608,14342.8873,1.1833,6051.3371,13.1096,337.3572
-138.5886,42.9401,1893.8885,-7.4382,11566.8584,119.0187,60.2585
85.4301,-11.9304,991.7714,5.9257,8155.7289,108.5222,215.9536
79.3569,34.9932,1831.6202,-2.4025,3944.3204,43.1223,229.4869
-80.9052,50.3879,1264.7804,4.5711,8544.6243,383.219,105.6305
104.3979,32.4811,-33.7886,-4.5351,-901.7677,461.839,117.1946
-96.6737,63.2966,6267.0985,-8.4922,10912.6115,200.702,152.6046
56.5536,23.1707,4558.56,2.724,7455.7349,465.5536,326.5987
-76.7608,37.8355,1912.5399,-4.2725,9612.2089,205.1886,52.8453
-6.8256,3.2095,12233.1857,-2.9811,5303.969,325.4604,230.1846
38.9045,55.6621,8879.9674,0.351,6227.5104,484.7882,247.3837
-0.568,0.3817,9136.0829,-2.8593,6841.3277,500.7637,52.8002
-12.5914,2.924,4596.665,4.481,6207.6595,338.8587,253.0516
91.8866,22.5119,7522.5813,9.7669,9841.1736,497.328,102.8367
-91.0469,22.2908,6196.3494,-14.5591,6543.0341,423.8676,87.279
23.1765,62.3584,5285.1897,-3.2975,10307.1841,440.6713,19.9119
-26.2055,27.5209,-268.6477,-5.6855,3553.2438,189.5318,4.8419
-92.6739,62.9328,4900.9919,-1.0285,970.5576,275.3153,140.38
75.3611,81.6817,6043.8082,-9.3197,-3190.8504,231.8196,226.1303
-14.598,20.077,10051.6973,0.3982,-2.9097,198.0497,153.2064
-6.2521,22.1025,8383.6114,-3.0751,9112.0042,9.9048,123.5871
-8.1183,48.9443,9471.4942,-7.1318,9923.786,196.8074,134.8428
-0.6667,-19.4856,4369.84,4.2954,7550.5918,167.4295,220.8277
4.276,43.669,844.7005,-2.7128,10108.0015,420.6515,87.9556
134.3666,24.1926,4849.9004,5.0667,11370.2711,288.4609,278.5811
139.4171,42.062,7912.3963,-0.035,9156.1449,486.717,270.4022
166.785,56.7255,1484.4931,-8.2575,4259.0614,494.4632,29.0596
48.6745,20.5103,10327.7436,4.7612,1286.4448,326.6179,-24.6951
-45.285,24.4082,6261.0582,-2.5025,8894.3132,294.2899,224.3179
36.4972,43.7015,5021.9732,-3.3887,5523.7637,465.435,210.0369
-8.8358,36.9208,10649.6757,-11.3001,5963.8134,253.8849,210.7676
27.8647,38.3829,3975.863,-4.0664,5213.0899,241.3084,84.2488
-7.263,29.5031,2464.3239,2.705,13032.2527,58.6513,139.6094
29.4755,13.9767,9384.7806,4.5383,1371.9617,101.4477,246.7843
109.1023,44.3379,3156.1799,9.6454,12626.3876,306.3667,152.3153
-2.2767,0.5614,1873.1209,7.7043,8495.6922,70.457,275.4598
-102.6388,12.7122,6030.4676,7.8083,6478.3427,311.8426,302.6471
63.7638,15.5401,12112.7612,3.5078,-4683.6453,468.7869,151.5754
44.1048,34.4052,-2050.3176,-15.0279,2384.8283,47.9071,172.7616
26.8562,29.5406,6905.1406,-2.9783,5499.5694,358.2994,243.6036
96.4667,45.7091,6503.189,6.5691,9146.0049,181.8541,203.1542
-105.21,48.0578,14904.2705,6.3241,-4017.713,401.6636,86.254
50.2565,52.8271,5306.7339,-3.9651,1017.7057,444.6835,48.9267
-21.1327,39.1871,-2361.3113,-4.4238,2892.4511,312.8375,184.5658
-11.558,29.4371,8298.4257,-6.0687,3623.4966,12.0825,189.548
-103.7824,40.6415,7042.8167,7.078,5690.3596,165.4038,234.5646
31.6808,29.9235,4448.6367,-2.7389,-109.5539,91.8514,134.3521
-18.3446,1.0978,-1721.8782,7.2333,9290.8569,354.7602,42.546
-59.449,47.95,5847.7056,0.5954,3542.1598,330.8292,291.1791
-56.4638,18.8839,6414.0607,-7.4057,5812.5509,281.3234,340.896
26.8297,35.3121,364.424,10.4409,8020.8376,407.6807,82.1161
29.7929,54.7851,7783.2377,3.3382,2321.9025,246.6894,295.8636
4.8697,58.7866,2867.1187,-0.9432,6315.7168,91.0764,155.6654
-30.7556,8.6985,4751.7611,5.4632,7841.4162,83.0897,128.5419
77.1045,40.1615,871.2976,-10.1369,2175.088,1.8366,150.6217
51.9734,35.8458,4699.1359,-8.1027,3857.4717,382.447,75.7298
54.6224,40.9625,12789.3496,10.9887,4248.3364,147.3139,211.3163
41.2637,20.0494,1103.2732,5.8628,2588.0023,58.2414,38.7492
-38.9451,47.5492,3863.3984,-6.103,5655.808,458.4085,219.1976
90.0131,35.9325,5328.5191,-8.4589,2526.8888,389.8186,219.939
-24.6401,42.116,1764.9854,-3.5802,5140.5822,76.9247,299.5819
-39.1021,11.6079,6714.027,-2.2219,-3572.0789,435.7385,98.8673
39.5807,31.6249,-1565.5055,-9.0658,11824.0104,129.4006,176.8841
-29.7897,46.2869,13420.3219,15.1611,13226.7999,197.4819,194.5985
10.3624,58.7244,-1457.1021,2.4134,3080.7018,395.3425,221.5253
-59.5928,25.5002,6844.36,-9.0856,11006.719,165.5892,326.5566
8.2085,33.6368,1231.2549,2.1378,8753.5528,380.5487,82.7432
33.7491,25.7081,6943.7124,0.907,2645.8341,266.0176,339.9779
-2.7319,32.7285,7858.6704,-11.044,11726.6736,348.0986,88.9565
32.3108,37.8388,10673.2154,-0.8353,5952.8799,31.5104,233.2445
-102.4094,49.7309,7779.2607,2.232,-84.7553,372.5566,44.2313
26.238,36.1576,-1136.5348,4.5785,9078.8751,409.151,45.6545
9.3531,57.3095,3557.8699,-11.0707,11727.6949,30.702,170.8351
-64.8532,25.6964,7949.4559,-11.7997,6267.2141,257.6631,184.7696
163.1956,39.9009,4242.0679,3.1835,12005.1965,83.6148,325.6838
70.253,19.8694,-589.3917,7.1508,-640.5845,67.0262,159.227
125.8269,7.3676,1032.9278,-2.2059,1542.7333,224.3607,126.1093
-39.8384,-2.9352,7669.2855,0.2473,-3268.2804,96.625,296.3563
98.7946,51.2662,7481.9772,-7.747,7181.5198,117.6695,168.312
8.5152,41.3909,7318.0976,-3.0444,6998.0948,174.4065,110.7278
104.6585,19.0226,10960.0362,9.7514,-40.571,11.7339,305.0953
54.4909,9.371,8268.0774,11.0037,9111.0982,347.9452,209.9385
-71.2887,23.3517,11423.2964,-6.1539,5145.1121,113.9775,20.4101
-180.2077,63.6674,2350.9871,-0.562,9627.4942,36.0622,266.7914
-12.6762,46.9395,9622.9129,-5.7341,3135.0212,429.7108,148.994
103.5915,22.5026,9608.8951,6.3217,12590.7434,468.2656,63.9361
-87.9384,28.4186,-2759.7855,0.8271,5299.5527,31.6248,98.7734
105.1792,51.2918,981.3572,-5.5315,13073.2225,465.8301,98.5675
96.767,25.8017,6017.5313,17.9269,5149.9365,142.8324,84.9767
-11.2613,42.8549,9520.834,5.7585,8468.0481,122.4095,319.2404
-92.8909,26.6582,10695.1962,-3.8874,349.1047,31.3763,256.4104
-116.8022,14.1704,8211.282,-9.8333,1461.8743,239.2145,237.5121
-26.026,4.9939,10062.8107,-2.9906,12445.6114,441.7834,416.5755
120.1577,20.0099,8069.3336,-0.8045,15673.1132,58.9495,236.9747
21.1367,33.3148,-512.6172,4.5454,8891.0929,139.3012,104.2512
-79.1225,21.7427,3889.34,-18.4807,-393.9901,348.5574,336.9551
17.2137,24.6261,3009.6056,6.8215,8496.5449,471.7431,253.579
-8.2278,40.77,6692.4723,-10.371,7093.6881,110.1825,260.5488
30.3807,6.2687,11033.2862,-7.0828,11748.4354,470.8969,212.7627
-99.422,43.739,5383.9584,-0.0397,8276.6862,427.6368,97.588
-18.4574,15.1026,5060.3924,2.2496,10777.6808,223.9367,30.2636
-51.1652,56.7184,9354.677,-5.0226,-5327.7795,335.9847,249.1013
94.489,3.7976,920.1658,-5.8654,9698.9717,219.0979,222.7901
